alt barom GPS_La GPS_Lo Gx Gy Gz Ax Ay Az Mx My Mz t
-1.20 994.95 4054.01 7451.95 1.96 0.40 0.55 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 541.633
-1.18 994.95 4054.01 7451.95 2.24 0.26 0.56 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 542.134
-1.54 994.99 4054.01 7451.95 2.04 0.28 0.62 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 542.636
-1.49 994.98 4054.01 7451.94 2.14 0.21 0.55 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 543.136
-0.56 994.87 4054.01 7451.94 2.03 0.16 0.68 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 543.637
-0.69 994.89 4054.01 7451.95 2.00 0.36 0.61 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 544.138
-1.14 994.94 4054.01 7451.95 1.92 0.52 0.52 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 544.64
-0.96 994.92 4054.01 7451.95 2.21 0.44 0.45 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 545.14
-1.15 994.94 4054.01 7451.95 2.18 0.52 0.60 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 545.641
-0.95 994.92 4054.01 7451.95 2.09 0.25 0.52 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 546.142
-0.43 994.86 4054.01 7451.95 2.07 0.14 0.44 -0.17 -0.13 -0.98 1.34 -0.61 -0.23 546.643
-0.91 994.91 4054.01 7451.95 2.41 0.24 0.43 -0.17 -0.13 -0.98 1.34 -0.61 -0.23 547.144
-0.88 994.91 4054.01 7451.95 1.96 0.31 0.67 -0.17 -0.12 -0.98 1.35 -0.61 -0.23 547.645
-0.87 994.91 4054.01 7451.95 1.89 0.17 0.74 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 548.147
-1.21 994.95 4054.01 7451.95 1.84 0.26 0.59 -0.16 -0.12 -0.98 1.34 -0.62 -0.24 548.648
-1.07 994.93 4054.02 7451.95 2.14 0.40 0.66 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 549.149
-0.87 994.91 4054.02 7451.95 2.07 0.32 0.60 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 549.65
-0.67 994.88 4054.02 7451.95 2.11 0.27 0.53 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 550.152
-0.98 994.92 4054.02 7451.95 1.98 0.12 0.58 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 550.652
-0.89 994.91 4054.02 7451.95 1.82 0.26 0.74 -0.17 -0.13 -0.98 1.34 -0.62 -0.22 551.153
-0.94 994.92 4054.02 7451.95 1.91 0.28 0.56 -0.17 -0.13 -0.98 1.34 -0.62 -0.22 551.654
-0.73 994.89 4054.02 7451.95 2.43 0.41 0.51 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 552.156
-1.09 994.93 4054.02 7451.95 2.03 0.36 0.54 -0.16 -0.13 -0.98 1.34 -0.61 -0.23 552.656
-1.09 994.93 4054.02 7451.95 1.85 0.42 0.52 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 553.157
-1.21 994.95 4054.02 7451.95 2.07 0.31 0.52 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 553.658
-1.06 994.93 4054.02 7451.95 1.99 0.23 0.64 -0.17 -0.13 -0.98 1.34 -0.62 -0.22 554.16
-1.31 994.96 4054.02 7451.95 1.98 0.50 0.70 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 554.66
-0.83 994.90 4054.02 7451.95 2.00 0.20 0.58 -0.16 -0.13 -0.98 1.34 -0.62 -0.22 555.161
-0.73 994.89 4054.02 7451.95 1.92 0.19 0.54 -0.17 -0.13 -0.98 1.34 -0.62 -0.22 555.662
-1.00 994.92 4054.02 7451.95 2.19 0.23 0.66 -0.16 -0.12 -0.98 1.34 -0.62 -0.23 556.164
-1.36 994.97 4054.02 7451.95 2.15 0.28 0.37 -0.16 -0.13 -0.98 1.35 -0.62 -0.24 556.664
-0.59 994.88 4054.02 7451.95 2.19 0.43 0.44 -0.16 -0.13 -0.98 1.35 -0.62 -0.22 557.165
-0.96 994.92 4054.02 7451.95 2.05 0.60 0.52 -0.17 -0.13 -0.98 1.35 -0.61 -0.23 557.666
-1.01 994.92 4054.02 7451.95 1.95 0.27 0.52 -0.17 -0.13 -0.98 1.35 -0.62 -0.22 558.168
-0.57 994.87 4054.02 7451.95 2.07 0.34 0.66 -0.16 -0.13 -0.98 1.34 -0.62 -0.22 558.668
-1.06 994.93 4054.02 7451.95 2.30 0.20 0.48 -0.16 -0.12 -0.98 1.34 -0.62 -0.23 559.169
-1.19 994.95 4054.02 7451.95 2.14 0.38 0.51 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 559.67
-1.20 994.95 4054.02 7451.95 1.99 0.31 0.52 -0.16 -0.13 -0.98 1.34 -0.62 -0.22 560.172
-0.80 994.90 4054.02 7451.95 2.06 0.29 0.52 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 560.672
-1.47 994.98 4054.02 7451.95 2.09 0.17 0.71 -0.16 -0.13 -0.98 1.34 -0.61 -0.24 561.173
-1.51 994.98 4054.02 7451.95 1.94 0.30 0.54 -0.16 -0.14 -0.98 1.34 -0.61 -0.23 561.674
-1.10 994.94 4054.02 7451.95 1.86 0.39 0.56 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 562.176
-1.09 994.93 4054.02 7451.95 2.13 0.25 0.38 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 562.676
-0.95 994.92 4054.02 7451.95 2.28 0.08 0.63 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 563.177
-1.20 994.95 4054.02 7451.95 2.03 0.40 0.62 -0.17 -0.12 -0.98 1.35 -0.62 -0.23 563.678
-1.40 994.97 4054.02 7451.95 1.97 0.23 0.55 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 564.179
-0.56 994.87 4054.02 7451.95 2.14 0.13 0.63 -0.16 -0.13 -0.98 1.34 -0.62 -0.22 564.68
-1.06 994.93 4054.02 7451.95 2.01 0.35 0.72 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 565.181
-0.59 994.88 4054.02 7451.95 1.89 0.26 0.63 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 565.683
-1.03 994.93 4054.02 7451.95 1.87 0.45 0.52 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 566.184
-1.21 994.95 4054.02 7451.95 2.07 0.05 0.45 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 566.685
-0.68 994.89 4054.02 7451.95 2.05 0.25 0.56 -0.17 -0.13 -0.98 1.34 -0.62 -0.24 567.186
-1.03 994.93 4054.02 7451.95 1.98 0.29 0.67 -0.17 -0.12 -0.98 1.34 -0.62 -0.22 567.688
-1.04 994.93 4054.02 7451.95 1.84 0.19 0.50 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 568.188
-0.94 994.92 4054.02 7451.95 1.94 0.33 0.73 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 568.689
-1.00 994.92 4054.02 7451.95 2.09 0.48 0.72 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 569.19
-0.98 994.92 4054.02 7451.95 2.18 0.09 0.45 -0.16 -0.12 -0.98 1.35 -0.63 -0.22 569.692
-0.82 994.90 4054.02 7451.95 2.21 0.17 0.57 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 570.192
-0.85 994.91 4054.02 7451.95 2.07 0.20 0.45 -0.17 -0.13 -0.98 1.34 -0.62 -0.22 570.693
-1.03 994.93 4054.02 7451.95 1.92 0.33 0.66 -0.16 -0.13 -0.98 1.34 -0.62 -0.22 571.194
-1.06 994.93 4054.02 7451.95 2.16 0.53 0.62 -0.17 -0.13 -0.98 1.35 -0.62 -0.22 571.696
-1.34 994.96 4054.02 7451.95 2.02 0.57 0.63 -0.16 -0.13 -0.98 1.34 -0.62 -0.22 572.196
-1.29 994.96 4054.02 7451.95 2.00 0.02 0.79 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 572.697
-0.90 994.91 4054.02 7451.95 1.77 0.31 0.46 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 573.198
-0.46 994.86 4054.02 7451.95 2.09 0.32 0.83 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 573.7
-1.04 994.93 4054.02 7451.95 1.92 0.25 0.60 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 574.2
-0.89 994.91 4054.02 7451.95 2.00 0.27 0.69 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 574.701
-0.66 994.88 4054.02 7451.95 2.11 0.12 0.56 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 575.202
-0.87 994.91 4054.02 7451.95 1.91 0.39 0.79 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 575.704
-0.93 994.92 4054.02 7451.95 1.91 0.17 0.73 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 576.204
-0.71 994.89 4054.02 7451.95 1.96 0.27 0.65 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 576.705
-0.50 994.87 4054.02 7451.95 2.04 0.29 0.59 -0.17 -0.12 -0.98 1.35 -0.62 -0.24 577.206
-1.13 994.94 4054.02 7451.95 1.88 0.39 0.73 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 577.708
-0.96 994.92 4054.02 7451.95 1.99 0.38 0.54 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 578.208
-1.12 994.94 4054.02 7451.95 2.07 0.07 0.53 -0.16 -0.11 -0.98 1.35 -0.62 -0.23 578.709
-1.44 994.98 4054.02 7451.95 2.12 0.25 0.67 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 579.21
-1.31 994.96 4054.02 7451.95 2.01 0.09 0.49 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 579.712
-1.59 994.99 4054.02 7451.95 2.19 0.21 0.57 -0.17 -0.13 -0.98 1.34 -0.62 -0.24 580.212
-1.06 994.93 4054.02 7451.95 1.94 0.45 0.51 -0.17 -0.12 -0.98 1.35 -0.62 -0.22 580.713
-1.22 994.95 4054.02 7451.95 2.00 0.30 0.54 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 581.214
-1.04 994.93 4054.02 7451.95 2.25 0.07 0.65 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 581.715
-0.80 994.90 4054.02 7451.95 1.88 0.44 0.60 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 582.216
-0.87 994.91 4054.02 7451.95 2.05 0.39 0.69 -0.17 -0.13 -0.98 1.34 -0.62 -0.24 582.717
-1.24 994.95 4054.02 7451.95 2.23 0.30 0.67 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 583.219
-0.73 994.89 4054.02 7451.95 1.84 0.36 0.64 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 583.72
-1.04 994.93 4054.02 7451.95 2.21 0.29 0.65 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 584.221
-0.88 994.91 4054.02 7451.95 2.00 0.35 0.94 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 584.722
-1.47 994.98 4054.02 7451.95 1.88 0.37 0.67 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 585.224
-0.56 994.87 4054.02 7451.95 1.98 0.29 0.40 -0.16 -0.12 -0.98 1.35 -0.63 -0.24 585.724
-0.75 994.89 4054.02 7451.95 2.14 0.18 0.64 -0.17 -0.13 -0.98 1.34 -0.62 -0.23 586.225
-0.67 994.88 4054.02 7451.95 2.20 0.30 0.60 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 586.726
-0.76 994.90 4054.02 7451.95 2.16 0.37 0.53 -0.17 -0.13 -0.98 1.34 -0.63 -0.22 587.228
-0.93 994.92 4054.02 7451.95 1.92 0.34 0.44 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 587.728
-1.01 994.93 4054.02 7451.95 2.07 0.41 0.57 -0.16 -0.12 -0.98 1.35 -0.63 -0.23 588.229
-1.08 994.93 4054.02 7451.95 1.95 0.30 0.77 -0.17 -0.13 -0.98 1.35 -0.63 -0.23 588.73
-0.77 994.90 4054.02 7451.95 2.11 0.26 0.76 -0.16 -0.13 -0.98 1.35 -0.62 -0.22 589.232
-0.48 994.86 4054.02 7451.95 2.28 0.16 0.67 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 589.732
-0.87 994.91 4054.02 7451.95 2.36 0.58 0.62 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 590.233
-1.04 994.93 4054.02 7451.95 2.00 0.35 0.71 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 590.734
-0.71 994.89 4054.02 7451.95 2.18 0.20 0.60 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 591.236
-0.52 994.87 4054.02 7451.95 2.27 0.11 0.75 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 591.736
-0.74 994.89 4054.02 7451.95 2.08 0.27 0.74 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 592.237
-0.63 994.88 4054.02 7451.95 2.15 0.17 0.57 -0.16 -0.13 -0.98 1.35 -0.62 -0.22 592.738
-1.13 994.94 4054.02 7451.95 2.35 0.30 0.73 -0.16 -0.13 -0.98 1.35 -0.63 -0.22 593.24
-0.75 994.89 4054.02 7451.95 2.09 0.31 0.63 -0.16 -0.12 -0.98 1.35 -0.62 -0.24 593.74
-0.96 994.92 4054.02 7451.95 2.18 0.29 0.48 -0.16 -0.13 -0.98 1.35 -0.63 -0.23 594.241
-0.87 994.91 4054.02 7451.95 2.22 0.16 0.81 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 594.742
-1.13 994.94 4054.02 7451.95 2.09 0.45 0.54 -0.16 -0.13 -0.98 1.34 -0.62 -0.24 595.244
-0.88 994.91 4054.02 7451.95 2.14 0.46 0.67 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 595.744
-1.18 994.94 4054.02 7451.95 2.08 0.25 0.48 -0.17 -0.13 -0.98 1.34 -0.63 -0.24 596.245
-0.76 994.90 4054.02 7451.95 1.86 0.29 0.77 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 596.746
-1.04 994.93 4054.02 7451.95 2.24 0.28 0.59 -0.16 -0.13 -0.98 1.34 -0.63 -0.23 597.248
-1.48 994.98 4054.02 7451.95 2.01 0.25 0.78 -0.16 -0.12 -0.98 1.35 -0.63 -0.23 597.748
-1.15 994.94 4054.02 7451.95 1.92 0.31 0.75 -0.16 -0.13 -0.98 1.34 -0.62 -0.23 598.249
-1.20 994.95 4054.02 7451.95 2.00 0.37 0.59 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 598.75
-1.11 994.94 4054.02 7451.95 2.09 0.11 0.31 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 599.251
-0.96 994.92 4054.02 7451.95 2.05 0.15 0.57 -0.16 -0.12 -0.98 1.34 -0.62 -0.23 599.772
-0.84 994.91 4054.02 7451.95 2.13 0.15 0.68 -0.17 -0.13 -0.98 1.35 -0.62 -0.22 600.253
-1.31 994.96 4054.02 7451.95 2.07 0.15 0.70 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 600.756
-1.33 994.96 4054.02 7451.95 1.98 0.23 0.68 -0.16 -0.12 -0.98 1.35 -0.63 -0.23 601.256
-1.26 994.95 4054.02 7451.95 1.65 0.28 0.52 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 601.758
-1.44 994.98 4054.02 7451.95 2.00 0.14 0.56 -0.16 -0.13 -0.98 1.34 -0.63 -0.23 602.258
-0.73 994.89 4054.02 7451.95 1.91 0.29 0.59 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 602.76
-0.73 994.89 4054.02 7451.95 2.15 0.42 0.66 -0.16 -0.12 -0.98 1.34 -0.62 -0.22 603.26
-1.24 994.95 4054.02 7451.95 1.87 0.25 0.63 -0.16 -0.12 -0.98 1.35 -0.63 -0.24 603.785
-1.80 995.02 4054.02 7451.95 2.07 0.11 0.49 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 604.262
-1.20 994.95 4054.02 7451.95 2.24 0.32 0.87 -0.16 -0.13 -0.98 1.35 -0.63 -0.23 604.764
-1.11 994.94 4054.02 7451.95 2.00 0.52 0.55 -0.16 -0.13 -0.98 1.35 -0.63 -0.23 605.264
-1.36 994.97 4054.02 7451.95 1.98 0.18 0.79 -0.16 -0.12 -0.98 1.35 -0.63 -0.22 605.765
-1.10 994.94 4054.02 7451.95 2.10 0.25 0.56 -0.16 -0.12 -0.98 1.35 -0.63 -0.23 606.266
-0.72 994.89 4054.02 7451.95 2.06 0.36 0.52 -0.16 -0.13 -0.98 1.36 -0.63 -0.23 606.786
-0.95 994.92 4054.02 7451.95 1.66 0.29 0.78 -0.16 -0.13 -0.98 1.35 -0.63 -0.22 607.268
-1.50 994.98 4054.02 7451.95 2.05 0.36 0.77 -0.17 -0.12 -0.98 1.35 -0.62 -0.22 607.769
-1.31 994.96 4054.02 7451.95 2.24 0.54 0.64 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 608.27
-1.55 994.99 4054.02 7451.95 1.90 0.31 0.66 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 608.772
-1.47 994.98 4054.02 7451.95 2.11 0.47 0.82 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 609.272
-0.20 994.83 4054.02 7451.95 1.90 0.33 0.67 -0.16 -0.13 -0.98 1.35 -0.63 -0.24 609.773
-1.07 994.93 4054.02 7451.95 0.01 0.31 0.71 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 610.274
-0.38 994.85 4054.02 7451.95 2.09 0.46 0.67 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 610.854
-1.15 994.94 4054.02 7451.95 2.07 0.19 0.47 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 611.276
-0.89 994.91 4054.02 7451.95 1.95 0.23 0.76 -0.17 -0.13 -0.98 1.35 -0.62 -0.22 611.855
-1.07 994.93 4054.02 7451.95 2.06 0.41 0.47 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 612.278
-0.63 994.88 4054.02 7451.95 1.80 0.23 0.67 -0.16 -0.13 -0.98 1.35 -0.62 -0.24 612.835
-1.00 994.92 4054.02 7451.95 2.07 0.29 0.88 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 613.28
-1.13 994.94 4054.02 7451.95 2.09 0.27 0.63 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 613.781
-0.57 994.87 4054.02 7451.95 1.96 0.46 0.49 -0.16 -0.12 -0.98 1.35 -0.62 -0.24 614.282
-0.77 994.90 4054.02 7451.95 2.14 0.35 0.88 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 614.839
-1.35 994.97 4054.02 7451.95 2.09 0.40 0.69 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 615.284
-1.02 994.93 4054.02 7451.95 1.90 0.46 0.81 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 615.863
-0.85 994.91 4054.02 7451.95 2.02 0.04 0.67 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 616.286
-1.72 995.01 4054.02 7451.95 1.86 0.09 0.69 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 616.787
-2.10 995.05 4054.02 7451.95 1.99 0.23 0.70 -0.17 -0.12 -0.98 1.35 -0.62 -0.23 617.288
-0.79 994.90 4054.02 7451.95 1.99 0.49 0.48 -0.16 -0.13 -0.98 1.36 -0.62 -0.23 617.789
-0.65 994.88 4054.02 7451.95 2.16 0.12 0.54 -0.16 -0.13 -0.98 1.35 -0.62 -0.22 618.291
-0.89 994.91 4054.02 7451.95 1.92 0.18 0.63 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 618.87
-0.75 994.89 4054.02 7451.95 2.29 0.39 0.58 -0.16 -0.12 -0.98 1.35 -0.62 -0.22 619.293
-1.19 994.95 4054.02 7451.95 2.02 0.38 0.57 -0.17 -0.12 -0.98 1.35 -0.62 -0.23 619.794
-1.15 994.94 4054.02 7451.95 2.25 0.40 0.69 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 620.296
-1.07 994.93 4054.02 7451.95 2.05 0.27 0.58 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 620.859
-1.07 994.93 4054.02 7451.95 1.86 0.54 0.48 -0.16 -0.13 -0.98 1.35 -0.62 -0.22 621.297
-0.95 994.92 4054.02 7451.95 2.07 0.33 0.53 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 621.877
-0.60 994.88 4054.02 7451.95 1.90 0.39 0.62 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 622.3
-0.69 994.89 4054.02 7451.95 1.99 0.31 0.66 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 622.877
-1.09 994.94 4054.02 7451.95 2.13 0.32 0.52 -0.17 -0.12 -0.98 1.35 -0.62 -0.22 623.301
-0.92 994.91 4054.02 7451.95 2.10 0.28 0.66 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 623.823
-0.80 994.90 4054.02 7451.95 1.69 0.28 0.60 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 624.304
-0.94 994.92 4054.02 7451.95 2.04 0.50 0.64 -0.16 -0.13 -0.98 1.35 -0.62 -0.23 624.88
-0.84 994.90 4054.02 7451.95 2.01 0.43 0.67 -0.16 -0.13 -0.98 1.36 -0.63 -0.23 625.305
-0.76 994.90 4054.02 7451.95 2.03 0.56 0.81 -0.16 -0.11 -0.98 1.35 -0.62 -0.23 625.806
-0.69 994.89 4054.02 7451.95 2.20 0.24 0.63 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 626.308
-1.87 995.03 4054.02 7451.95 1.90 0.44 0.93 -0.16 -0.13 -0.98 1.35 -0.63 -0.23 626.828
-0.59 994.88 4054.02 7451.95 2.32 0.26 0.75 -0.16 -0.13 -0.98 1.35 -0.63 -0.23 627.309
-1.27 994.96 4054.02 7451.95 4.20 0.09 0.67 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 627.885
-1.62 995.00 4054.02 7451.95 2.18 0.48 0.67 -0.17 -0.13 -0.98 1.35 -0.62 -0.23 628.312
-0.91 994.91 4054.02 7451.95 2.08 0.27 0.81 -0.16 -0.12 -0.98 1.35 -0.62 -0.23 628.812
