alt barom GPS_La GPS_Lo Gx Gy Gz Ax Ay Az Mx My Mz t
0.87 1005.67 4053.98 7452.11 2.04 0.32 0.50 -0.99 0.22 -0.1 0.71 -0.19 -0.62 1055.208
1.08 1005.64 4053.98 7452.11 2.04 0.38 0.73 -0.99 0.23 -0.09 0.70 -0.20 -0.61 1055.709
0.59 1005.70 4053.98 7452.11 2.20 0.12 0.55 -0.98 0.23 -0.09 0.71 -0.19 -0.61 1056.21
-0.32 1005.81 4053.98 7452.11 2.09 0.03 0.61 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1056.712
0.31 1005.74 4053.98 7452.11 2.12 0.40 0.57 -0.98 0.23 -0.09 0.70 -0.19 -0.62 1057.212
0.41 1005.72 4053.98 7452.11 1.78 0.49 0.69 -0.99 0.24 -0.1 0.70 -0.19 -0.62 1057.714
0.80 1005.68 4053.98 7452.11 2.11 0.45 0.68 -0.99 0.23 -0.09 0.71 -0.19 -0.62 1058.215
1.05 1005.65 4053.98 7452.11 2.03 0.13 0.74 -0.98 0.22 -0.09 0.70 -0.19 -0.62 1058.716
0.71 1005.69 4053.98 7452.11 2.02 0.37 0.75 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1059.217
0.79 1005.68 4053.98 7452.11 2.03 0.33 0.71 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1059.719
0.69 1005.69 4053.98 7452.11 1.92 0.39 0.77 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1060.219
0.89 1005.67 4053.98 7452.11 1.90 0.10 0.68 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1060.72
0.40 1005.73 4053.98 7452.11 4.30 0.53 0.66 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1061.221
0.41 1005.72 4053.98 7452.11 2.14 0.64 0.63 -0.98 0.24 -0.1 0.71 -0.19 -0.62 1061.723
0.80 1005.68 4053.98 7452.11 2.02 0.20 0.79 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1062.223
0.14 1005.76 4053.98 7452.11 2.00 0.52 0.73 -0.99 0.23 -0.1 0.70 -0.20 -0.61 1062.724
-0.05 1005.78 4053.98 7452.11 1.91 0.38 0.51 -0.98 0.23 -0.1 0.71 -0.19 -0.62 1063.226
0.67 1005.69 4053.98 7452.11 2.04 0.45 0.55 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1063.727
1.16 1005.64 4053.98 7452.11 2.15 0.25 0.68 -0.99 0.23 -0.1 0.71 -0.20 -0.61 1064.227
0.51 1005.71 4053.98 7452.11 2.25 0.51 0.45 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1064.728
0.84 1005.67 4053.98 7452.11 1.84 0.22 0.64 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1065.229
-0.08 1005.78 4053.98 7452.11 2.35 0.30 0.76 -0.99 0.24 -0.09 0.71 -0.19 -0.61 1065.732
1.01 1005.65 4053.98 7452.11 2.16 0.34 0.75 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1066.231
1.07 1005.65 4053.98 7452.11 2.31 0.51 0.62 -0.99 0.23 -0.09 0.71 -0.18 -0.62 1066.732
-0.35 1005.81 4053.98 7452.11 2.02 0.29 0.99 -0.99 0.24 -0.1 0.71 -0.19 -0.62 1067.234
0.42 1005.72 4053.98 7452.11 2.05 0.13 0.70 -0.98 0.23 -0.1 0.71 -0.19 -0.61 1067.735
0.17 1005.75 4053.98 7452.11 1.91 0.17 0.60 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1068.235
0.52 1005.71 4053.98 7452.11 2.31 0.35 0.62 -0.99 0.22 -0.1 0.71 -0.19 -0.62 1068.736
0.32 1005.74 4053.98 7452.11 1.84 0.17 0.90 -0.99 0.24 -0.1 0.71 -0.19 -0.62 1069.237
0.42 1005.72 4053.98 7452.11 2.32 0.25 0.60 -0.99 0.24 -0.1 0.71 -0.19 -0.62 1069.739
0.83 1005.67 4053.98 7452.11 2.01 0.38 0.78 -1.00 0.25 -0.1 0.71 -0.19 -0.61 1070.239
0.10 1005.76 4053.98 7452.11 2.03 0.07 0.72 -0.97 0.22 -0.1 0.71 -0.19 -0.62 1070.74
0.44 1005.72 4053.98 7452.11 2.23 0.04 0.90 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1071.241
0.47 1005.72 4053.98 7452.11 1.95 0.17 0.63 -0.97 0.24 -0.1 0.71 -0.19 -0.62 1071.742
0.57 1005.71 4053.98 7452.11 2.08 0.08 0.65 -0.99 0.24 -0.1 0.71 -0.19 -0.61 1072.243
0.32 1005.74 4053.98 7452.11 2.20 0.39 0.64 -1.00 0.23 -0.09 0.71 -0.19 -0.62 1072.744
0.28 1005.74 4053.98 7452.11 2.07 0.24 0.69 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1073.245
0.63 1005.70 4053.98 7452.11 2.27 0.39 0.84 -0.99 0.23 -0.1 0.71 -0.19 -0.63 1073.746
0.66 1005.69 4053.98 7452.11 2.14 0.62 0.60 -0.99 0.24 -0.1 0.71 -0.19 -0.62 1074.247
0.53 1005.71 4053.98 7452.11 1.94 0.28 0.75 -0.99 0.22 -0.09 0.71 -0.19 -0.62 1074.748
0.85 1005.67 4053.98 7452.11 2.00 0.36 0.70 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1075.25
0.81 1005.68 4053.98 7452.11 2.17 0.67 0.74 -0.99 0.23 -0.09 0.71 -0.19 -0.62 1075.751
0.73 1005.69 4053.98 7452.11 2.27 0.42 0.51 -0.99 0.24 -0.1 0.71 -0.19 -0.62 1076.252
0.64 1005.70 4053.98 7452.11 2.06 0.26 0.56 -0.98 0.23 -0.1 0.71 -0.19 -0.62 1076.753
0.71 1005.69 4053.98 7452.11 2.11 0.33 0.80 -0.99 0.23 -0.1 0.71 -0.18 -0.62 1077.255
0.92 1005.66 4053.98 7452.11 2.14 0.56 0.74 -0.99 0.23 -0.09 0.70 -0.18 -0.62 1077.755
0.42 1005.72 4053.98 7452.11 2.09 0.12 0.53 -0.99 0.24 -0.1 0.71 -0.19 -0.62 1078.256
0.43 1005.72 4053.98 7452.11 2.26 0.35 0.63 -1.00 0.23 -0.1 0.72 -0.19 -0.60 1078.757
0.48 1005.72 4053.98 7452.11 1.90 0.18 0.80 -0.99 0.24 -0.1 0.71 -0.19 -0.61 1079.259
0.34 1005.73 4053.98 7452.11 2.40 0.51 0.50 -0.98 0.24 -0.1 0.71 -0.19 -0.62 1079.785
0.32 1005.74 4053.98 7452.11 2.35 0.18 0.78 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1080.26
0.74 1005.68 4053.98 7452.11 2.20 0.38 0.77 -0.99 0.23 -0.09 0.71 -0.19 -0.62 1080.761
0.09 1005.76 4053.98 7452.11 0.04 0.11 0.52 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1081.263
0.71 1005.69 4053.98 7452.11 1.80 0.34 0.74 -0.98 0.23 -0.11 0.71 -0.19 -0.61 1081.763
0.67 1005.69 4053.98 7452.11 2.28 0.36 0.61 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1082.264
1.08 1005.64 4053.98 7452.11 2.36 0.31 0.69 -0.98 0.23 -0.1 0.71 -0.19 -0.62 1082.765
0.56 1005.71 4053.98 7452.11 2.09 0.26 0.52 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1083.267
0.49 1005.71 4053.98 7452.11 2.03 0.45 0.83 -0.98 0.23 -0.09 0.71 -0.19 -0.62 1083.792
0.43 1005.72 4053.98 7452.11 1.99 0.33 0.52 -0.99 0.24 -0.09 0.71 -0.19 -0.62 1084.268
0.13 1005.76 4053.98 7452.11 1.88 0.20 0.38 -0.98 0.22 -0.1 0.71 -0.19 -0.62 1084.769
0.60 1005.70 4053.98 7452.11 1.92 0.43 1.08 -0.99 0.23 -0.1 0.70 -0.19 -0.61 1085.271
0.93 1005.66 4053.98 7452.11 2.08 0.37 0.72 -0.98 0.23 -0.1 0.71 -0.19 -0.61 1085.771
0.40 1005.73 4053.98 7452.11 2.16 0.26 0.67 -0.99 0.23 -0.09 0.71 -0.19 -0.62 1086.272
0.86 1005.67 4053.98 7452.11 2.28 0.34 0.76 -1.00 0.23 -0.09 0.71 -0.19 -0.62 1086.799
0.88 1005.67 4053.98 7452.11 1.86 0.46 0.72 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1087.275
0.49 1005.72 4053.98 7452.11 2.19 0.42 0.87 -0.99 0.23 -0.1 0.70 -0.19 -0.62 1087.832
1.03 1005.65 4053.98 7452.11 1.86 0.41 0.74 -0.99 0.23 -0.1 0.70 -0.19 -0.62 1088.276
0.52 1005.71 4053.98 7452.11 2.07 0.31 0.60 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1088.799
0.30 1005.74 4053.98 7452.11 2.07 0.03 0.65 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1089.278
0.61 1005.70 4053.98 7452.11 1.90 0.25 0.65 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1089.804
0.40 1005.73 4053.98 7452.11 2.09 0.42 0.62 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1090.28
-0.21 1005.80 4053.98 7452.11 1.93 0.25 0.70 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1090.809
0.54 1005.71 4053.98 7452.11 1.93 0.33 0.61 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1091.282
0.67 1005.69 4053.98 7452.11 2.11 0.11 0.50 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1091.81
0.50 1005.71 4053.98 7452.11 2.08 0.23 0.56 -0.99 0.24 -0.1 0.71 -0.19 -0.61 1092.284
0.51 1005.71 4053.98 7452.11 2.03 0.18 0.68 -0.99 0.23 -0.1 0.71 -0.18 -0.61 1092.813
0.92 1005.66 4053.98 7452.11 2.03 0.40 0.68 -0.99 0.23 -0.09 0.71 -0.19 -0.62 1093.287
0.43 1005.72 4053.98 7452.11 2.07 0.40 0.73 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1093.821
1.01 1005.65 4053.98 7452.11 2.00 0.25 0.52 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1094.289
1.02 1005.65 4053.98 7452.11 2.16 0.52 0.70 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1094.791
1.01 1005.65 4053.98 7452.11 2.03 0.29 0.63 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1095.291
0.21 1005.75 4053.98 7452.11 2.07 0.56 0.69 -0.99 0.23 -0.1 0.70 -0.18 -0.61 1095.792
0.31 1005.74 4053.98 7452.11 2.00 0.45 0.75 -0.99 0.23 -0.1 0.71 -0.19 -0.60 1096.293
0.69 1005.69 4053.98 7452.11 2.05 0.48 0.60 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1096.796
0.79 1005.68 4053.98 7452.11 2.24 0.45 0.38 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1097.295
0.75 1005.68 4053.98 7452.11 2.13 0.22 0.51 -0.99 0.24 -0.1 0.71 -0.19 -0.61 1097.861
0.96 1005.66 4053.98 7452.11 1.97 0.29 0.62 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1098.297
0.36 1005.73 4053.98 7452.11 1.95 0.27 0.54 -0.99 0.23 -0.09 0.71 -0.20 -0.61 1098.799
0.66 1005.69 4053.98 7452.11 4.46 0.49 0.65 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1099.299
0.61 1005.70 4053.98 7452.11 2.28 0.40 0.47 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1099.807
0.54 1005.71 4053.98 7452.11 1.91 0.18 0.65 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1100.301
0.73 1005.69 4053.98 7452.11 2.15 0.32 0.81 -1.00 0.23 -0.09 0.71 -0.19 -0.61 1100.881
0.48 1005.72 4053.98 7452.11 0.10 0.43 0.64 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1101.303
0.19 1005.75 4053.98 7452.11 1.76 0.29 0.88 -0.98 0.23 -0.1 0.71 -0.19 -0.62 1101.884
0.55 1005.71 4053.98 7452.11 2.10 0.52 0.64 -0.99 0.23 -0.09 0.71 -0.20 -0.62 1102.305
0.35 1005.73 4053.98 7452.11 2.13 0.42 0.58 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1102.861
0.15 1005.76 4053.98 7452.11 2.33 0.34 0.65 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1103.307
0.27 1005.74 4053.98 7452.11 2.09 0.50 0.50 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1103.809
0.07 1005.76 4053.98 7452.11 2.23 0.38 0.77 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1104.309
0.31 1005.74 4053.98 7452.11 2.00 0.31 0.58 -0.98 0.23 -0.1 0.71 -0.19 -0.61 1104.818
0.57 1005.71 4053.98 7452.11 1.99 0.20 0.57 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1105.311
0.58 1005.70 4053.98 7452.11 2.18 0.14 0.76 -0.98 0.23 -0.09 0.71 -0.19 -0.61 1105.813
0.10 1005.76 4053.98 7452.11 2.26 0.28 0.61 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1106.313
0.41 1005.72 4053.98 7452.11 1.95 0.34 0.62 -0.99 0.22 -0.1 0.71 -0.19 -0.61 1106.842
0.54 1005.71 4053.98 7452.11 2.11 0.31 0.51 -0.99 0.23 -0.1 0.71 -0.19 -0.62 1107.315
0.22 1005.75 4053.98 7452.11 2.10 0.60 0.57 -0.98 0.23 -0.11 0.71 -0.19 -0.61 1107.894
0.42 1005.72 4053.98 7452.11 2.24 0.47 0.61 -0.99 0.24 -0.1 0.71 -0.19 -0.61 1108.317
0.99 1005.66 4053.98 7452.11 2.21 0.45 0.74 -1.00 0.22 -0.09 0.71 -0.18 -0.61 1108.897
0.66 1005.69 4053.98 7452.11 1.81 0.55 0.67 -0.99 0.23 -0.1 0.71 -0.18 -0.61 1109.319
0.75 1005.68 4053.98 7452.11 2.03 0.45 0.62 -1.00 0.23 -0.1 0.71 -0.19 -0.61 1109.898
0.72 1005.69 4053.98 7452.11 2.28 0.39 0.75 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1110.322
0.46 1005.72 4053.98 7452.11 2.14 0.17 0.65 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1110.903
0.64 1005.70 4053.98 7452.11 2.16 0.10 0.61 -0.99 0.23 -0.09 0.71 -0.19 -0.61 1111.324
0.16 1005.75 4053.98 7452.11 2.02 0.54 0.80 -1.00 0.23 -0.11 0.71 -0.19 -0.61 1111.917
0.39 1005.73 4053.98 7452.11 2.06 0.52 0.40 -0.99 0.23 -0.1 0.71 -0.19 -0.61 1112.327
0.48 1005.72 4053.98 7452.11 1.99 0.35 0.61 -0.98 0.23 -0.11 0.71 -0.19 -0.61 1112.924
1.41 1005.61 4053.98 7452.11 2.12 0.44 0.76 -0.99 0.24 -0.09 0.71 -0.20 -0.62 1113.328
0.75 1005.68 4053.98 7452.11 2.16 0.47 0.71 -0.98 0.23 -0.11 0.71 -0.19 -0.61 1113.926
0.62 1005.70 4053.98 7452.11 1.83 0.09 0.77 -1.01 0.23 -0.09 0.70 -0.19 -0.61 1114.331
0.45 1005.72 4053.98 7452.11 1.78 0.85 0.68 -1.03 0.26 -0.09 0.70 -0.19 -0.61 1114.928
0.34 1005.73 4053.98 7452.11 -1.90 11.04 2.34 -0.80 0.58 -0.32 0.92 -0.29 -0.74 1115.334
0.59 1005.70 4053.98 7452.11 -14.03 26.40 -17.38 -0.57 0.41 -0.27 0.93 -0.29 -0.75 1115.891
0.87 1005.67 4053.98 7452.11 1.15 0.55 1.09 -0.66 0.95 -0.13 0.97 -0.22 -0.77 1116.335
0.31 1005.74 4053.98 7452.11 2.03 0.60 0.97 -0.65 0.78 -0.15 0.97 -0.22 -0.78 1116.89
0.46 1005.72 4053.98 7452.11 2.13 -0.21 0.47 -0.65 0.80 -0.13 0.98 -0.22 -0.78 1117.337
0.37 1005.73 4053.98 7452.11 2.36 0.89 0.88 -0.64 0.77 -0.12 0.97 -0.22 -0.78 1117.916
0.68 1005.69 4053.98 7452.11 0.80 1.39 -0.89 -0.64 0.81 -0.11 0.96 -0.22 -0.78 1118.34
0.02 1005.77 4053.98 7452.11 -27.15 41.33 -17.70 -0.53 0.61 -0.03 1.00 -0.24 -0.78 1118.904
1.27 1005.62 4053.98 7452.11 -70.51 16.72 -30.00 -0.30 0.63 -0.58 1.14 -0.49 -0.67 1119.345
0.96 1005.66 4053.98 7452.11 -24.82 15.09 -8.76 -0.14 0.37 -0.99 1.27 -0.59 -0.51 1119.864
1.51 1005.59 4053.98 7452.11 -15.02 13.55 -29.29 -0.12 0.05 -0.78 1.31 -0.61 -0.41 1120.348
2.24 1005.51 4053.98 7452.11 9.32 -23.14 -10.43 0.17 0.20 -0.89 1.40 -0.55 -0.43 1120.91
2.27 1005.50 4053.98 7452.11 22.01 51.25 75.37 0.19 0.18 -0.81 1.39 -0.53 -0.49 1121.346
2.43 1005.48 4053.98 7452.11 -11.70 16.27 -53.10 -0.06 0.43 -0.74 1.29 -0.59 -0.46 1121.939
