alt barom GPS_La GPS_Lo Gx Gy Gz Ax Ay Az Mx My Mz t
110.06 981.98 4053.99 7452.04 -0.27 -68.70 0.83 -0.02 0.02 -0.02 1.30 0.32 -0.37 945.482
118.92 980.95 4053.99 7452.04 6.05 -58.78 1.72 -0.01 0.00 0.0 1.30 0.32 -0.47 945.983
125.97 980.12 4053.99 7452.04 5.62 -52.43 10.15 -0.01 0.00 0.0 1.27 0.32 -0.55 946.486
130.18 979.63 4053.99 7452.04 -0.33 -48.83 15.80 -0.02 0.01 0.01 1.24 0.30 -0.60 946.989
132.49 979.36 4053.99 7452.04 -10.09 -54.48 18.57 -0.01 0.02 0.01 1.18 0.27 -0.67 947.49
134.02 979.19 4053.99 7452.04 7.56 -83.23 -10.38 -0.23 0.29 -0.16 1.05 0.23 -0.72 947.989
135.93 978.96 4053.99 7452.05 -69.29 -41.17 -5.84 -0.00 0.12 -0.27 0.86 0.20 -0.67 948.492
134.43 979.14 4053.99 7452.05 -51.81 -13.00 -33.12 0.02 0.07 -0.03 0.78 -0.06 -0.71 948.994
130.64 979.58 4053.99 7452.05 10.13 80.77 -2.99 -0.04 0.21 -0.1 0.89 -0.20 -0.78 949.492
104.92 982.58 4053.99 7452.05 -100.43 152.56 -2.15 -0.52 0.05 -1.94 1.30 -0.10 -0.83 949.996
94.91 983.75 4053.99 7452.05 87.87 1.68 -96.50 0.53 0.27 0.08 1.55 -0.28 -0.64 950.494
117.01 981.17 4053.99 7452.05 -30.97 -256.47 89.26 0.11 0.57 0.23 1.02 0.20 -0.74 950.998
86.31 984.75 4053.99 7452.05 -236.80 203.26 100.38 -0.23 0.52 -0.27 1.05 -0.40 -0.75 951.499
82.80 985.16 4053.99 7452.05 -4.67 286.68 30.00 0.42 0.70 -0.51 1.20 -0.58 -0.57 951.996
60.03 987.83 4053.99 7452.05 86.28 73.55 19.28 0.69 -0.37 -0.39 1.34 -0.60 -0.43 952.498
48.27 989.21 4053.99 7452.05 11.08 -120.15 -12.17 0.76 0.38 -0.2 1.20 -0.55 -0.62 953.0
54.84 988.44 4054.00 7452.05 83.97 -67.04 -274.53 0.05 1.16 -0.31 1.24 -0.47 -0.73 953.501
31.27 991.21 4054.00 7452.05 -166.08 35.29 -107.52 -0.30 2.00 -0.14 1.38 -0.29 -0.78 954.004
19.28 992.62 4054.00 7452.05 59.07 -286.72 -152.79 -0.09 -0.78 -0.11 1.22 -0.34 -0.81 954.507
2.82 994.56 4054.00 7452.05 -208.15 286.68 -286.72 0.05 1.33 -2.0 1.14 -0.59 -0.53 955.005
0.69 994.81 4054.00 7452.06 -21.57 28.31 -3.17 0.71 0.08 -0.44 1.59 -0.26 -0.57 955.502
1.18 994.75 4054.00 7452.06 4.08 -0.98 1.65 0.82 -0.12 -0.44 1.60 -0.26 -0.55 956.001
0.82 994.79 4054.01 7452.06 3.86 0.81 -8.85 0.91 0.34 -0.39 1.57 -0.23 -0.61 956.502
0.88 994.79 4054.01 7452.06 -0.31 3.06 0.29 0.90 0.09 -0.39 1.58 -0.23 -0.59 957.002
0.95 994.78 4054.01 7452.06 2.36 0.22 0.51 0.89 0.08 -0.39 1.59 -0.23 -0.59 957.502
1.59 994.70 4054.01 7452.06 2.40 0.40 -0.01 0.89 0.08 -0.39 1.59 -0.23 -0.59 958.004
0.92 994.78 4054.01 7452.06 2.04 0.51 0.24 0.89 0.08 -0.39 1.59 -0.22 -0.59 958.504
1.39 994.73 4054.01 7452.06 1.99 0.56 0.45 0.90 0.08 -0.39 1.59 -0.23 -0.59 959.005
1.07 994.76 4054.02 7452.06 2.49 0.47 0.27 0.89 0.08 -0.39 1.59 -0.23 -0.58 959.506
1.11 994.76 4054.02 7452.06 2.26 0.08 0.04 0.90 0.07 -0.39 1.59 -0.23 -0.58 960.007
1.44 994.72 4054.02 7452.06 2.39 0.30 0.31 0.89 0.07 -0.4 1.58 -0.23 -0.58 960.508
1.49 994.72 4054.02 7452.06 2.34 0.26 0.26 0.90 0.07 -0.39 1.59 -0.23 -0.57 961.009
0.59 994.82 4054.02 7452.06 2.55 0.31 0.29 0.91 0.07 -0.38 1.59 -0.23 -0.58 961.51
0.89 994.79 4054.02 7452.06 2.22 0.21 0.18 0.90 0.07 -0.38 1.59 -0.23 -0.58 962.011
1.01 994.77 4054.02 7452.06 2.58 0.26 0.18 0.89 0.07 -0.38 1.59 -0.23 -0.58 962.512
1.01 994.77 4054.02 7452.06 2.59 0.38 0.22 0.90 0.07 -0.39 1.59 -0.23 -0.58 963.013
0.63 994.82 4054.02 7452.06 2.44 0.17 0.32 0.90 0.07 -0.38 1.59 -0.23 -0.59 963.514
1.08 994.76 4054.02 7452.06 2.40 0.26 0.43 0.89 0.07 -0.38 1.59 -0.23 -0.58 964.016
0.62 994.82 4054.03 7452.06 2.36 0.12 0.26 0.90 0.07 -0.38 1.59 -0.23 -0.58 964.517
0.84 994.79 4054.03 7452.06 2.43 0.19 0.39 0.89 0.07 -0.38 1.59 -0.23 -0.59 965.018
0.90 994.78 4054.03 7452.06 2.50 0.27 0.17 0.90 0.07 -0.38 1.59 -0.23 -0.59 965.519
1.00 994.77 4054.03 7452.06 2.41 0.16 0.08 0.91 0.08 -0.38 1.59 -0.22 -0.59 966.021
1.50 994.71 4054.03 7452.06 2.50 0.19 0.19 0.90 0.07 -0.38 1.60 -0.23 -0.58 966.521
1.09 994.76 4054.03 7452.06 2.38 0.39 0.42 0.90 0.07 -0.38 1.59 -0.23 -0.58 967.022
1.26 994.74 4054.03 7452.06 2.55 0.18 0.33 0.90 0.06 -0.37 1.59 -0.23 -0.59 967.523
0.49 994.83 4054.03 7452.06 2.45 0.25 0.22 0.91 0.07 -0.38 1.59 -0.23 -0.59 968.025
1.38 994.73 4054.03 7452.06 2.30 0.31 0.29 0.90 0.07 -0.38 1.59 -0.23 -0.59 968.525
1.12 994.76 4054.03 7452.06 2.55 0.23 0.34 0.90 0.07 -0.38 1.59 -0.23 -0.58 969.026
1.04 994.77 4054.03 7452.06 2.39 0.29 0.35 0.90 0.07 -0.38 1.59 -0.22 -0.58 969.527
1.06 994.77 4054.03 7452.06 2.53 0.15 0.15 0.89 0.07 -0.38 1.59 -0.23 -0.58 970.029
1.42 994.72 4054.03 7452.06 2.39 0.39 0.17 0.90 0.07 -0.38 1.59 -0.23 -0.58 970.529
0.97 994.78 4054.03 7452.06 2.24 0.39 0.31 0.90 0.08 -0.39 1.59 -0.23 -0.58 971.03
1.23 994.75 4054.03 7452.06 2.63 0.06 0.32 0.90 0.07 -0.38 1.59 -0.23 -0.58 971.531
0.71 994.81 4054.03 7452.06 2.50 0.34 0.31 0.91 0.07 -0.38 1.59 -0.23 -0.58 972.033
1.26 994.74 4054.03 7452.06 2.58 0.22 0.35 0.90 0.07 -0.38 1.59 -0.23 -0.58 972.533
1.52 994.71 4054.03 7452.06 2.42 0.38 0.33 0.91 0.07 -0.38 1.59 -0.23 -0.58 973.034
1.11 994.76 4054.03 7452.06 2.52 -0.03 0.44 0.90 0.07 -0.42 1.59 -0.23 -0.59 973.536
0.94 994.78 4054.03 7452.06 2.61 0.48 0.36 0.90 0.07 -0.38 1.59 -0.22 -0.58 974.036
0.71 994.81 4054.03 7452.06 2.56 0.38 0.03 0.90 0.07 -0.38 1.59 -0.23 -0.58 974.537
0.77 994.80 4054.03 7452.06 2.38 0.16 0.21 0.90 0.07 -0.38 1.59 -0.23 -0.58 975.038
0.53 994.83 4054.03 7452.06 2.37 0.16 0.25 0.90 0.07 -0.38 1.59 -0.23 -0.58 975.539
0.94 994.78 4054.03 7452.06 2.28 0.54 0.44 0.90 0.07 -0.38 1.60 -0.23 -0.58 976.04
1.03 994.77 4054.02 7452.06 2.75 0.49 0.38 0.90 0.07 -0.38 1.59 -0.22 -0.58 976.541
1.24 994.74 4054.02 7452.06 2.21 0.22 0.34 0.90 0.07 -0.38 1.59 -0.22 -0.58 977.042
0.70 994.81 4054.02 7452.06 2.46 0.16 0.27 0.90 0.07 -0.38 1.59 -0.23 -0.58 977.543
1.27 994.74 4054.02 7452.06 2.32 0.06 0.33 0.90 0.07 -0.38 1.59 -0.22 -0.58 978.044
0.81 994.80 4054.02 7452.06 2.22 0.28 0.47 0.90 0.07 -0.38 1.59 -0.22 -0.57 978.545
0.60 994.82 4054.02 7452.06 2.38 0.29 0.67 0.88 0.06 -0.38 1.59 -0.23 -0.58 979.046
1.17 994.75 4054.02 7452.06 2.53 0.72 0.45 0.90 0.08 -0.38 1.59 -0.23 -0.57 979.547
1.20 994.75 4054.02 7452.06 2.43 0.17 0.11 0.90 0.07 -0.38 1.59 -0.22 -0.57 980.048
1.08 994.76 4054.02 7452.06 2.07 0.33 0.42 0.90 0.07 -0.38 1.59 -0.23 -0.58 980.549
1.34 994.73 4054.02 7452.06 2.54 0.25 0.30 0.90 0.07 -0.38 1.59 -0.23 -0.58 981.05
0.47 994.84 4054.02 7452.06 2.52 0.28 0.38 0.90 0.07 -0.38 1.59 -0.23 -0.58 981.552
1.11 994.76 4054.02 7452.06 2.35 0.20 0.28 0.90 0.07 -0.38 1.59 -0.23 -0.59 982.053
1.10 994.76 4054.02 7452.06 2.55 0.34 0.55 0.90 0.06 -0.38 1.59 -0.23 -0.58 982.554
1.00 994.77 4054.02 7452.06 2.42 0.32 -0.37 0.83 -0.04 -0.41 1.59 -0.22 -0.58 983.057
1.09 994.76 4054.02 7452.06 2.31 0.58 0.76 0.90 0.07 -0.38 1.59 -0.23 -0.59 983.557
0.62 994.82 4054.02 7452.06 2.52 0.22 0.02 0.89 0.07 -0.38 1.59 -0.23 -0.58 984.057
1.13 994.76 4054.02 7452.06 2.51 0.38 -0.47 0.92 0.08 -0.38 1.60 -0.23 -0.59 984.559
0.90 994.78 4054.02 7452.06 2.47 0.65 0.62 0.89 0.07 -0.38 1.59 -0.22 -0.58 985.059
0.90 994.78 4054.02 7452.06 2.54 0.31 0.36 0.90 0.07 -0.38 1.59 -0.22 -0.58 985.561
1.19 994.75 4054.02 7452.06 2.44 0.41 0.38 0.89 0.07 -0.38 1.59 -0.22 -0.59 986.084
1.39 994.73 4054.02 7452.06 2.58 0.44 0.52 0.89 0.07 -0.38 1.59 -0.23 -0.58 986.562
0.86 994.79 4054.02 7452.06 2.28 0.15 0.51 0.90 0.07 -0.38 1.59 -0.23 -0.59 987.085
0.81 994.80 4054.02 7452.06 2.29 0.25 0.32 0.91 0.07 -0.38 1.59 -0.22 -0.58 987.565
0.43 994.84 4054.02 7452.06 2.30 0.38 0.08 0.90 0.07 -0.38 1.60 -0.22 -0.58 988.093
1.15 994.75 4054.02 7452.06 2.55 0.17 0.34 0.90 0.07 -0.38 1.60 -0.22 -0.59 988.566
0.22 994.86 4054.02 7452.06 2.65 0.50 0.40 0.90 0.07 -0.37 1.59 -0.22 -0.58 989.067
1.69 994.69 4054.02 7452.06 2.21 0.45 0.20 0.90 0.07 -0.38 1.59 -0.23 -0.58 989.569
1.63 994.70 4054.02 7452.06 2.71 0.13 0.17 0.90 0.07 -0.38 1.59 -0.22 -0.57 990.069
1.01 994.77 4054.02 7452.06 2.46 0.33 0.38 0.90 0.07 -0.38 1.59 -0.23 -0.58 990.57
0.89 994.79 4054.02 7452.06 2.41 0.36 0.41 0.90 0.07 -0.38 1.59 -0.23 -0.58 991.071
0.75 994.80 4054.02 7452.06 2.61 0.18 0.21 0.91 0.06 -0.37 1.59 -0.23 -0.59 991.572
0.72 994.81 4054.02 7452.06 2.49 0.29 0.15 0.90 0.06 -0.38 1.59 -0.23 -0.58 992.095
1.35 994.73 4054.02 7452.06 2.58 0.32 0.45 0.91 0.07 -0.38 1.59 -0.23 -0.59 992.574
1.18 994.75 4054.02 7452.06 2.09 0.26 0.31 0.90 0.07 -0.38 1.59 -0.23 -0.58 993.084
1.04 994.77 4054.02 7452.06 2.28 0.25 0.28 0.90 0.07 -0.38 1.59 -0.23 -0.59 993.576
1.15 994.76 4054.02 7452.06 2.32 0.38 0.33 0.90 0.06 -0.38 1.59 -0.23 -0.58 994.077
0.92 994.78 4054.02 7452.06 2.29 0.35 0.33 0.90 0.07 -0.38 1.59 -0.23 -0.58 994.578
0.53 994.83 4054.02 7452.06 2.51 0.05 0.47 0.90 0.07 -0.38 1.59 -0.22 -0.58 995.1
1.14 994.76 4054.02 7452.06 2.14 0.25 0.40 0.90 0.07 -0.38 1.59 -0.23 -0.57 995.58
0.92 994.78 4054.02 7452.06 2.31 0.16 0.32 0.90 0.07 -0.38 1.59 -0.23 -0.58 996.081
1.06 994.77 4054.02 7452.06 2.53 0.22 0.45 0.90 0.07 -0.38 1.59 -0.22 -0.58 996.582
1.26 994.74 4054.02 7452.06 2.47 0.33 0.25 0.90 0.07 -0.38 1.59 -0.23 -0.58 997.083
0.85 994.79 4054.02 7452.06 2.58 0.29 0.38 0.90 0.06 -0.38 1.59 -0.23 -0.58 997.584
1.48 994.72 4054.02 7452.06 2.38 0.34 0.52 0.90 0.07 -0.38 1.59 -0.22 -0.58 998.109
1.20 994.75 4054.02 7452.06 -25.92 48.28 -11.92 -0.59 2.00 -1.15 1.59 -0.22 -0.58 998.592
1.47 994.72 4054.02 7452.06 -10.11 0.50 3.95 0.89 0.26 -0.41 1.59 -0.23 -0.59 999.09
1.06 994.77 4054.02 7452.06 -0.82 2.50 4.47 0.89 0.10 -0.42 1.59 -0.25 -0.58 999.59
0.96 994.78 4054.02 7452.06 -2.17 5.05 11.21 0.86 0.11 -0.37 1.59 -0.22 -0.59 1000.092
0.69 994.81 4054.02 7452.06 3.47 -0.62 0.25 0.95 0.09 -0.36 1.59 -0.22 -0.58 1000.592
1.25 994.74 4054.02 7452.06 2.45 0.14 0.54 0.89 0.09 -0.36 1.59 -0.22 -0.59 1001.093
1.47 994.72 4054.02 7452.06 2.47 0.17 0.14 0.90 0.09 -0.37 1.59 -0.22 -0.59 1001.593
1.18 994.75 4054.02 7452.06 0.99 -2.20 -0.21 1.04 0.05 -0.35 1.59 -0.21 -0.59 1002.096
1.01 994.77 4054.02 7452.06 1.97 -2.03 -3.64 0.88 0.12 -0.4 1.58 -0.23 -0.61 1002.597
0.94 994.78 4054.02 7452.06 4.66 -2.43 -0.38 0.91 0.11 -0.39 1.57 -0.23 -0.61 1003.099
0.71 994.81 4054.02 7452.06 3.26 -0.28 0.20 0.85 0.18 -0.41 1.57 -0.24 -0.62 1003.598
0.85 994.79 4054.02 7452.06 -2.10 10.38 -4.05 0.91 0.17 -0.39 1.57 -0.23 -0.61 1004.164
1.17 994.75 4054.02 7452.06 1.40 9.16 -2.81 0.86 0.22 -0.39 1.57 -0.23 -0.61 1004.6
1.14 994.76 4054.02 7452.06 13.93 7.18 8.23 1.27 0.32 -0.52 1.61 -0.27 -0.52 1005.18
1.27 994.74 4054.02 7452.06 -22.43 22.37 10.30 0.77 -0.60 -0.35 1.62 -0.33 -0.44 1005.606
1.36 994.73 4054.02 7452.06 -26.46 8.57 0.37 0.59 -0.42 -0.59 1.58 -0.41 -0.33 1006.105
1.43 994.72 4054.02 7452.06 6.69 -0.22 -52.58 0.40 -0.35 -0.47 1.62 -0.20 -0.25 1006.607
1.84 994.67 4054.02 7452.06 13.67 17.59 -20.87 0.75 -0.65 -0.12 1.59 -0.12 -0.20 1007.184
1.73 994.69 4054.02 7452.06 -10.52 -10.10 -8.10 0.70 -0.68 -0.01 1.57 -0.04 -0.22 1007.611
2.45 994.60 4054.02 7452.06 -3.25 -7.00 1.80 0.80 -0.34 0.23 1.58 -0.00 -0.26 1008.184
1.98 994.66 4054.02 7452.06 3.26 3.12 8.65 0.73 -0.67 0.12 1.59 -0.01 -0.25 1008.609
1.79 994.68 4054.02 7452.06 -1.74 -4.32 -9.19 0.77 -0.59 -0.0 1.60 -0.04 -0.27 1009.209
2.03 994.65 4054.02 7452.06 13.46 -5.12 2.33 0.76 -0.60 0.03 1.61 -0.05 -0.29 1009.613
1.92 994.66 4054.02 7452.06 7.54 -8.03 -1.78 0.92 -0.94 0.06 1.61 -0.05 -0.28 1010.135
2.09 994.64 4054.02 7452.06 6.36 1.75 -7.49 0.79 -0.58 -0.01 1.60 -0.05 -0.28 1010.613
1.56 994.71 4054.02 7452.06 2.09 -1.65 -2.34 0.79 -0.58 0.03 1.60 -0.03 -0.29 1011.191
1.81 994.68 4054.02 7452.06 3.25 0.23 -2.95 0.80 -0.57 0.04 1.60 -0.03 -0.28 1011.616
2.01 994.65 4054.02 7452.06 21.06 -2.94 5.02 0.83 -0.62 0.02 1.59 -0.01 -0.27 1012.14
2.18 994.63 4054.02 7452.06 -0.38 -33.29 -16.99 0.81 -0.52 0.07 1.59 0.01 -0.29 1012.621
1.89 994.67 4054.02 7452.06 3.73 -11.16 -12.43 0.89 -0.56 0.0 1.59 0.01 -0.33 1013.196
1.89 994.67 4054.02 7452.06 -4.51 -2.93 16.67 0.75 -0.18 0.13 1.60 0.02 -0.33 1013.621
1.28 994.74 4054.02 7452.06 -5.12 -3.21 6.07 0.90 -0.38 -0.01 1.61 -0.01 -0.34 1014.198
1.84 994.67 4054.02 7452.06 0.52 -3.11 -0.61 0.89 -0.41 0.01 1.62 -0.03 -0.36 1014.623
2.11 994.64 4054.02 7452.06 3.33 -0.02 -1.30 0.91 -0.41 0.02 1.61 -0.02 -0.37 1015.13
1.70 994.69 4054.02 7452.06 2.12 -1.73 -0.96 0.90 -0.40 0.04 1.62 -0.01 -0.37 1015.625
1.47 994.72 4054.02 7452.06 2.67 -0.76 0.63 0.90 -0.39 0.03 1.61 -0.02 -0.37 1016.225
1.61 994.70 4054.02 7452.06 1.13 -1.39 -0.17 0.91 -0.38 0.04 1.62 -0.02 -0.38 1016.628
1.42 994.72 4054.02 7452.06 1.42 -0.24 0.20 0.90 -0.38 0.04 1.61 -0.01 -0.38 1017.149
1.65 994.70 4054.02 7452.06 3.05 -2.35 -0.10 0.91 -0.39 0.04 1.61 -0.01 -0.38 1017.63
1.56 994.71 4054.02 7452.06 0.03 1.09 0.92 0.91 -0.37 0.04 1.61 -0.01 -0.39 1018.202
1.92 994.66 4054.02 7452.06 3.96 1.27 0.60 0.91 -0.38 0.04 1.61 -0.02 -0.38 1018.631
1.38 994.73 4054.02 7452.06 2.98 0.29 0.17 0.91 -0.38 0.04 1.61 -0.02 -0.39 1019.229
1.63 994.70 4054.02 7452.06 1.55 -1.05 0.03 0.91 -0.37 0.04 1.61 -0.01 -0.38 1019.633
1.78 994.68 4054.02 7452.06 2.09 0.14 0.17 0.91 -0.36 0.05 1.61 -0.01 -0.39 1020.152
1.50 994.71 4054.02 7452.06 2.15 0.77 0.84 0.92 -0.36 0.04 1.62 -0.01 -0.38 1020.635
1.22 994.75 4054.02 7452.06 2.32 -0.24 0.24 0.91 -0.37 0.04 1.61 -0.01 -0.38 1021.191
1.69 994.69 4054.02 7452.06 2.49 -1.23 0.18 0.92 -0.36 0.05 1.61 -0.01 -0.39 1021.637
1.14 994.76 4054.02 7452.06 0.38 0.93 0.36 0.91 -0.36 0.04 1.61 -0.02 -0.39 1022.154
2.19 994.63 4054.02 7452.06 1.81 -0.51 -0.68 0.91 -0.37 0.05 1.61 -0.02 -0.39 1022.641
1.98 994.66 4054.02 7452.06 1.01 -0.97 0.83 0.92 -0.36 0.05 1.61 -0.01 -0.38 1023.162
2.02 994.65 4054.02 7452.06 3.72 0.57 0.03 0.91 -0.36 0.04 1.60 -0.01 -0.39 1023.64
1.60 994.70 4054.02 7452.06 1.74 1.38 0.62 0.92 -0.36 0.04 1.62 -0.01 -0.39 1024.159
2.11 994.64 4054.02 7452.06 3.03 1.09 0.83 0.91 -0.37 0.05 1.61 -0.02 -0.40 1024.643
1.84 994.67 4054.02 7452.06 2.16 -0.66 0.63 0.91 -0.37 0.03 1.61 -0.01 -0.39 1025.236
1.63 994.70 4054.02 7452.06 2.71 0.48 0.06 0.92 -0.35 0.05 1.62 -0.02 -0.39 1025.644
1.27 994.74 4054.02 7452.06 2.39 0.42 0.30 0.91 -0.36 0.03 1.61 -0.02 -0.38 1026.243
1.87 994.67 4054.02 7452.06 2.08 0.13 0.20 0.92 -0.36 0.05 1.61 -0.02 -0.38 1026.647
1.60 994.70 4054.02 7452.06 1.58 -0.18 -0.03 0.92 -0.37 0.06 1.61 -0.01 -0.39 1027.248
1.96 994.66 4054.02 7452.06 1.01 1.46 0.41 0.92 -0.38 0.05 1.61 -0.02 -0.38 1027.648
1.96 994.66 4054.02 7452.06 18.83 -43.84 5.65 0.90 -0.10 -0.01 1.60 -0.01 -0.51 1028.213
1.38 994.73 4054.02 7452.06 5.00 16.62 2.15 0.95 0.08 -0.04 1.59 -0.02 -0.54 1028.649
2.06 994.65 4054.02 7452.06 5.63 -0.30 -19.75 0.89 0.01 -0.17 1.60 -0.05 -0.47 1029.25
2.24 994.63 4054.02 7452.06 0.98 8.82 0.60 0.87 -0.10 -0.12 1.59 -0.03 -0.46 1029.651
2.24 994.63 4054.02 7452.06 6.24 -6.13 3.36 0.96 -0.06 -0.04 1.59 -0.01 -0.46 1030.243
1.67 994.69 4054.02 7452.06 -6.49 0.45 -5.65 0.98 -0.06 -0.07 1.59 -0.01 -0.47 1030.656
2.27 994.62 4054.02 7452.06 4.77 0.90 0.32 0.98 -0.03 -0.07 1.59 -0.01 -0.47 1031.209
2.55 994.59 4054.02 7452.06 -3.73 -1.77 0.79 0.99 -0.06 -0.04 1.59 -0.01 -0.47 1031.657
2.18 994.63 4054.02 7452.06 4.33 0.44 1.50 0.98 -0.03 -0.05 1.59 -0.01 -0.48 1032.254
2.06 994.65 4054.02 7452.06 2.04 0.38 -0.47 0.98 -0.04 -0.05 1.59 -0.01 -0.48 1032.658
2.27 994.62 4054.02 7452.06 -2.79 -10.61 -2.49 1.00 -0.00 -0.09 1.59 -0.02 -0.48 1033.247
2.01 994.65 4054.02 7452.06 3.52 5.40 5.17 0.91 -0.08 -0.07 1.60 -0.03 -0.47 1033.659
2.43 994.60 4054.02 7452.06 8.14 7.13 11.42 0.99 -0.11 -0.08 1.60 -0.03 -0.45 1034.263
2.32 994.62 4054.02 7452.06 1.99 9.56 -13.93 0.98 -0.16 -0.11 1.60 -0.05 -0.45 1034.664
2.57 994.59 4054.02 7452.06 -3.18 1.93 -7.28 1.00 -0.14 -0.07 1.61 -0.02 -0.44 1035.218
1.60 994.70 4054.02 7452.06 -6.15 5.53 14.86 0.93 -0.14 -0.1 1.61 -0.05 -0.44 1035.666
2.13 994.64 4054.02 7452.06 9.47 4.30 0.50 0.93 -0.17 -0.14 1.62 -0.06 -0.42 1036.246
2.17 994.63 4054.02 7452.06 -0.52 1.07 2.70 0.95 -0.16 -0.14 1.62 -0.06 -0.43 1036.667
1.97 994.66 4054.02 7452.06 -0.82 0.22 -1.19 0.97 -0.18 -0.12 1.62 -0.06 -0.43 1037.266
2.34 994.61 4054.02 7452.06 2.14 -10.08 -1.64 0.96 -0.15 -0.16 1.62 -0.06 -0.42 1037.671
2.11 994.64 4054.02 7452.06 20.19 -8.61 -9.45 0.96 -0.29 -0.14 1.61 -0.05 -0.40 1038.234
1.68 994.69 4054.02 7452.06 32.03 1.67 1.01 1.00 -0.22 -0.14 1.61 -0.04 -0.35 1038.671
1.81 994.68 4054.02 7452.06 -0.82 5.80 7.02 0.95 -0.23 -0.14 1.61 -0.02 -0.35 1039.249
1.59 994.70 4054.02 7452.06 3.50 5.61 2.21 0.94 -0.22 -0.15 1.61 -0.03 -0.34 1039.672
1.74 994.69 4054.02 7452.06 2.42 -1.02 0.49 0.95 -0.18 -0.13 1.61 -0.03 -0.35 1040.252
1.80 994.68 4054.02 7452.06 5.37 -0.16 -1.17 0.96 -0.19 -0.12 1.61 -0.01 -0.34 1040.676
2.42 994.61 4054.02 7452.06 2.99 0.55 -1.50 0.94 -0.19 -0.12 1.60 -0.02 -0.34 1041.254
1.99 994.66 4054.02 7452.06 3.03 2.57 0.08 0.95 -0.20 -0.13 1.60 -0.02 -0.34 1041.676
1.99 994.66 4054.02 7452.06 6.20 -0.77 0.19 0.94 -0.22 -0.13 1.60 -0.02 -0.33 1042.256
1.77 994.68 4054.02 7452.06 3.34 -0.72 0.01 0.95 -0.21 -0.12 1.60 -0.01 -0.32 1042.679
1.73 994.69 4054.02 7452.06 1.88 1.03 -0.86 0.95 -0.21 -0.11 1.60 -0.01 -0.33 1043.259
1.65 994.70 4054.02 7452.06 2.27 0.48 1.11 0.95 -0.22 -0.12 1.60 -0.01 -0.33 1043.68
2.18 994.63 4054.02 7452.06 1.32 0.32 0.78 0.95 -0.23 -0.12 1.60 -0.01 -0.32 1044.281
2.04 994.65 4054.02 7452.06 3.33 0.81 0.53 0.95 -0.22 -0.12 1.60 -0.01 -0.31 1044.682
1.84 994.67 4054.02 7452.06 3.11 -0.58 0.16 0.94 -0.22 -0.12 1.60 -0.01 -0.32 1045.277
1.68 994.69 4054.02 7452.06 4.31 -2.94 -2.42 0.94 -0.24 -0.1 1.60 -0.00 -0.32 1045.686
2.27 994.62 4054.02 7452.06 -10.26 4.12 7.11 0.92 -0.26 -0.15 1.60 -0.01 -0.32 1046.253
1.75 994.68 4054.02 7452.06 -3.34 -0.45 3.03 0.94 -0.25 -0.13 1.61 -0.03 -0.33 1046.688
